brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,accident_binary,clean_title_binary,brand_enc,fuel_type_enc,transmission_enc,ext_col_enc,int_col_enc,price_category,cluster_KMeans,cluster_Agglomerative,cluster_DBSCAN,cluster_MeanShift,cluster,cluster_label
Nissan,Pathfinder SV,2019,122009,Gasoline,3.5 Liter,Automatic,Gray,Black,None reported,Unknown,18998.0,7,0,0,35,2,33,104,10,Budget,3,2,3,1,3,
BMW,M3 Base,2002,204884,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,21500.0,24,1,1,4,2,18,223,10,Mid-Range,1,7,2,2,1,Economy
Hummer,H2 Base,2003,179400,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,15000.0,23,1,1,16,2,31,263,23,Budget,1,7,2,0,1,Economy
Mazda,RX-8 R3,2009,57000,Gasoline,232.0HP 1.3L Rotary engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,14000.0,17,0,1,31,2,18,198,10,Budget,8,0,4,0,8,Standard
Lexus,LX 570 Three-Row,2021,25997,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Brown,None reported,Yes,87000.0,5,0,1,24,2,31,105,23,Premium,7,6,4,0,7,
Chevrolet,Suburban Z71,2022,36555,Gasoline,5.3L V8 16V GDI OHV,Automatic,Summit White,Jet Black,None reported,Yes,64288.0,4,0,1,8,2,33,241,63,Premium,7,3,4,0,7,
Chevrolet,Corvette Base,2007,28514,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Gray,None reported,Yes,32000.0,19,0,1,8,2,51,198,57,Mid-Range,2,5,4,0,2,
Ford,Mustang GT Premium,2019,10400,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,None reported,Yes,40000.0,7,0,1,12,2,2,198,57,Premium,7,3,4,0,7,
Chevrolet,Equinox Premier w/2LZ,2020,51133,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Iridescent Pearl Tricoat,Jet Black,At least 1 accident or damage reported,Unknown,25800.0,6,1,0,8,2,30,119,63,Mid-Range,3,2,5,1,3,
Chevrolet,Camaro Z28,1999,58800,Gasoline,305.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000.0,27,0,1,8,2,31,263,131,Budget,8,0,4,0,8,Standard
Land,Rover Discovery HSE,2018,85000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,33000.0,8,0,1,23,2,25,104,10,Mid-Range,7,6,4,0,7,
Jeep,Wrangler SE,2000,95200,Gasoline,120.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,11999.0,26,0,1,20,2,10,20,10,Budget,8,0,4,0,8,Standard
Toyota,Highlander XLE,2015,68575,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,26000.0,11,1,1,49,2,31,223,57,Mid-Range,4,1,2,0,4,Luxury
Chevrolet,Corvette Grand Sport,2011,12300,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,45000.0,15,0,1,8,2,14,198,10,Premium,7,0,4,0,7,
Chevrolet,Corvette Stingray,2018,13900,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,54490.0,8,0,1,8,2,25,263,98,Premium,7,3,4,0,7,
Mercedes-Benz,SLK-Class SLK230 Kompressor,2001,58800,Gasoline,190.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,9000.0,25,0,1,32,2,31,223,10,Budget,8,0,4,0,8,Standard
Nissan,Juke NISMO RS,2016,30700,Gasoline,215.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,21500.0,10,1,1,35,2,18,20,10,Mid-Range,4,1,2,0,4,Luxury
Porsche,911 Carrera C2S,2005,104000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,44800.0,21,0,1,39,2,18,223,10,Premium,8,0,4,0,8,Standard
Chevrolet,Colorado LT,2019,139116,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Red,Jet Black,At least 1 accident or damage reported,Yes,24899.0,7,1,1,8,2,33,198,63,Mid-Range,4,1,2,0,4,Luxury
Porsche,Macan S,2019,36700,Gasoline,348.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Blue,At least 1 accident or damage reported,Yes,48990.0,7,1,1,39,2,20,29,21,Premium,4,1,2,0,4,Luxury
Mercedes-Benz,GLE 350 Base 4MATIC,2022,24500,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,82150.0,4,0,1,32,2,29,263,9,Premium,0,6,4,0,0,
Toyota,Land Cruiser Base,2017,65000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,At least 1 accident or damage reported,Yes,65000.0,9,1,1,49,2,31,20,23,Premium,4,1,2,0,4,Luxury
Toyota,Highlander Platinum,2020,41000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,38700.0,6,0,1,49,2,25,29,10,Mid-Range,0,6,4,0,0,
Mercedes-Benz,SL-Class SL 63 AMG,2011,47400,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,41000.0,15,1,1,32,2,20,263,10,Premium,4,1,2,0,4,Luxury
Ford,Thunderbird Deluxe,2002,40110,Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,18500.0,24,0,1,12,2,31,271,10,Budget,8,0,4,0,8,Standard
RAM,2500 Big Horn,2014,124700,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Unknown,None reported,Yes,30000.0,12,0,1,40,2,14,223,126,Mid-Range,0,6,4,0,0,
Jeep,Grand Cherokee Limited,2018,91677,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,Unknown,26816.0,8,0,0,20,2,26,100,10,Mid-Range,3,2,3,1,3,
Ford,Focus SE,2009,107500,Gasoline,132.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,9500.0,17,0,1,12,2,31,263,10,Budget,8,0,4,0,8,Standard
Chevrolet,Corvette Stingray w/2LT,2023,5200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,88900.0,3,0,1,8,2,25,263,98,Premium,7,3,4,0,7,
Ford,F-150 XLT SuperCab,1999,48054,Gasoline,220.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,9500.0,27,0,1,12,2,31,263,57,Budget,8,0,4,0,8,Standard
Porsche,Macan Base,2018,87500,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,28000.0,8,0,1,39,2,51,29,9,Mid-Range,2,5,4,0,2,
Acura,ZDX Base,2012,106335,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,19000.0,14,0,1,0,2,14,263,57,Budget,8,0,4,0,8,Standard
Chevrolet,Suburban Premier,2017,133598,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,Siren Red Tintcoat,Jet Black,At least 1 accident or damage reported,Yes,29999.0,9,1,1,8,2,15,229,63,Mid-Range,1,1,2,0,1,Economy
Chevrolet,Traverse Premier,2018,68455,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,Yes,30989.0,8,0,1,8,2,30,225,63,Mid-Range,7,3,4,0,7,
Mercedes-Benz,E-Class E 400,2018,28690,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,38880.0,8,0,1,32,2,31,263,9,Mid-Range,0,6,4,0,0,
BMW,M3 Base,2012,83000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,31000.0,14,1,1,4,2,20,20,98,Mid-Range,4,1,2,0,4,Luxury
Toyota,Highlander SE,2019,92000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,30000.0,7,1,1,49,2,31,198,9,Mid-Range,4,1,2,0,4,Luxury
Saturn,Sky Red Line,2009,134000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,9500.0,17,1,1,44,2,10,29,10,Budget,1,7,2,0,1,Economy
Lexus,LS 460 Base,2012,103000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,20500.0,14,0,1,24,2,31,263,9,Mid-Range,8,0,4,0,8,Standard
Honda,CR-V LX,2004,176261,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gray,Gray,None reported,Yes,3750.0,22,0,1,15,2,45,104,57,Budget,8,0,4,0,8,Standard
Ford,Mustang GT Premium,2010,58500,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Red,At least 1 accident or damage reported,Yes,20000.0,16,1,1,12,2,10,263,98,Budget,4,1,2,0,4,Luxury
Porsche,Boxster Black Edition,2016,24881,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,49999.0,10,1,1,39,2,51,20,10,Premium,4,1,2,0,4,Luxury
Chevrolet,Corvette Base,1998,134000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,11500.0,28,0,1,8,2,31,198,9,Budget,8,0,4,0,8,Standard
Ford,Explorer XLT,2013,82900,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,16000.0,13,1,1,12,2,14,263,57,Budget,4,1,2,0,4,Luxury
BMW,Z4 3.0si,2008,59257,Gasoline,255.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,18200.0,18,0,1,4,2,18,104,10,Budget,8,0,4,0,8,Standard
Lexus,RX 350 F Sport,2016,81400,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,At least 1 accident or damage reported,Yes,26000.0,10,1,1,24,2,25,104,98,Mid-Range,4,1,2,0,4,Luxury
Hyundai,Accent SEL,2022,5100,Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,19500.0,4,0,1,17,2,31,29,10,Budget,7,6,4,0,7,
Ford,Expedition Max XLT,2020,67072,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,38500.0,6,0,1,12,2,31,191,10,Mid-Range,7,3,4,0,7,
BMW,328 i xDrive,2016,65000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19500.0,10,0,1,4,2,51,223,10,Budget,2,5,4,0,2,
Ford,Fusion SE,2014,80800,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,10000.0,12,0,1,12,2,31,29,9,Budget,7,0,4,0,7,
Ford,F-150 XLT,2020,53401,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,39500.0,6,0,1,12,2,2,104,10,Mid-Range,7,3,4,0,7,
Ford,F-150 Platinum,2021,15555,Gasoline,5.0L 8 Cylinder,10-Speed Automatic,Blue,Black,None reported,Yes,62890.0,5,0,1,12,2,3,29,10,Premium,7,3,4,0,7,
Dodge,Ram 1500 SLT Mega Cab,2006,201509,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,11000.0,20,1,1,10,2,8,104,57,Budget,1,7,2,2,1,Economy
Honda,Civic EX,2013,107000,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,14000.0,13,0,1,15,2,31,223,10,Budget,8,0,4,0,8,Standard
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,30500,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,44000.0,6,0,1,23,2,31,223,9,Premium,7,6,4,0,7,
Toyota,Tacoma Base,2011,36000,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Gray,None reported,Yes,20000.0,15,0,1,49,2,10,104,57,Budget,0,0,4,0,0,
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,4590,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,64000.0,4,0,1,32,2,31,263,10,Premium,0,6,4,0,0,
BMW,328 i xDrive,2011,110000,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,6000.0,15,1,1,4,2,14,20,9,Budget,1,1,2,0,1,Economy
Mazda,MX-5 Miata Sport,2006,218000,Gasoline,170.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,4999.0,20,1,1,31,2,18,20,10,Budget,1,7,2,0,1,Economy
INFINITI,G35 Base,2003,106500,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,Yes,9500.0,23,0,1,18,2,18,198,9,Budget,8,0,4,0,8,Standard
Ford,Explorer Eddie Bauer,2010,144200,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Beige,None reported,Yes,9999.0,16,0,1,12,2,8,20,9,Budget,8,0,4,0,8,Standard
Mercedes-Benz,GL-Class GL 550 4MATIC,2015,130000,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,24500.0,11,0,1,32,2,20,29,10,Mid-Range,8,0,4,0,8,Standard
Ford,Focus SE,2012,108045,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,None reported,Yes,6500.0,14,0,1,12,2,14,29,57,Budget,8,0,4,0,8,Standard
Subaru,Crosstrek Premium,2022,10000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,Yes,28000.0,4,0,1,46,2,42,263,10,Mid-Range,0,5,4,0,0,
Hyundai,Genesis Coupe 3.8 Track,2011,75000,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,12000.0,15,1,1,17,2,51,198,10,Budget,4,1,2,0,4,Luxury
Chrysler,Town & Country LX,2009,73500,Gasoline,170.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,7858.0,17,1,1,9,2,31,223,57,Budget,4,1,2,0,4,Luxury
Porsche,Panamera Turbo,2018,29850,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Red,None reported,Yes,89750.0,8,0,1,39,2,25,223,98,Premium,0,6,4,0,0,
Honda,Pilot EX-L,2016,135350,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,19900.0,10,1,1,15,2,14,263,9,Budget,1,1,2,0,1,Economy
Mercedes-Benz,GLC 300 GLC 300,2022,16983,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,Unknown,40998.0,4,0,0,32,2,33,20,10,Premium,3,2,3,1,3,
Ford,Edge SE,2020,71200,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,18900.0,6,0,1,12,2,25,263,9,Budget,7,3,4,0,7,
Dodge,Durango GT,2022,24778,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Octane Red Pearlcoat,Black,At least 1 accident or damage reported,Unknown,36599.0,4,1,0,10,2,26,168,10,Mid-Range,3,2,5,1,3,
BMW,328 i,2015,109330,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,13349.0,11,0,1,4,2,31,20,9,Budget,7,0,4,0,7,
Alfa,Romeo Stelvio Ti,2023,6645,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Alfa White,Black,None reported,Unknown,43900.0,3,0,0,1,2,26,1,10,Premium,3,2,3,1,3,
Mercedes-Benz,GL-Class GL 450 4MATIC,2007,90400,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Beige,None reported,Yes,10199.0,19,0,1,32,2,20,223,9,Budget,8,0,4,0,8,Standard
Ford,Ranger XLT SuperCab,2002,192100,Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,6450.0,24,1,1,12,2,8,99,9,Budget,1,7,2,2,1,Economy
BMW,M3 CS,2018,32000,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,70000.0,8,0,1,4,2,51,263,10,Premium,2,5,4,0,2,
Volkswagen,Golf GTI 2.0T Autobahn,2022,6400,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,41500.0,4,0,1,50,2,31,105,10,Premium,0,6,4,0,0,
Toyota,4Runner SR5 Premium,2021,36180,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Unknown,None reported,Yes,36990.0,5,0,1,49,2,31,20,126,Mid-Range,0,6,4,0,0,
Cadillac,ATS 2.0L Turbo Luxury,2016,83000,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,None reported,Yes,16500.0,10,0,1,7,2,25,198,9,Budget,7,0,4,0,7,
Nissan,Xterra S,2012,80000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,14800.0,14,0,1,35,2,31,20,57,Budget,0,0,4,0,0,
Ford,Bronco Badlands,2021,32437,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,51000.0,5,0,1,12,2,2,104,10,Premium,7,3,4,0,7,
BMW,328 i,2011,67500,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,18000.0,15,0,1,4,2,14,263,9,Budget,7,0,4,0,7,
Toyota,4Runner Limited,2021,25882,Gasoline,"4L V-6 DOHC, VVT-i variable valve control, engine with 270HP",Automatic,Midnight Black Metallic,Unknown,None reported,Unknown,43837.0,5,0,0,49,2,33,150,126,Premium,3,2,3,1,3,
Toyota,Tundra SR5 Double Cab,2005,170000,Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,11200.0,21,1,1,49,2,31,223,9,Budget,1,7,2,6,1,Economy
Land,Rover Range Rover Velar P380 S,2018,46000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,40000.0,8,0,1,23,2,31,198,9,Premium,7,6,4,0,7,
Porsche,Macan S,2018,40950,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,39750.0,8,0,1,39,2,20,20,10,Mid-Range,0,6,4,0,0,
Mercedes-Benz,C-Class C 63 AMG,2014,42000,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,45000.0,12,0,1,32,2,20,104,10,Premium,0,6,4,0,0,
Nissan,Pathfinder S,2014,135000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,8500.0,12,0,1,35,2,31,263,23,Budget,8,0,4,0,8,Standard
Jeep,Gladiator Overland,2020,20655,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,Unknown,42850.0,6,0,0,20,2,26,83,10,Premium,3,2,3,1,3,
Ford,Fusion SE,2016,68000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,12500.0,10,0,1,12,2,31,20,10,Budget,7,3,4,0,7,
Honda,Accord Sport,2013,405000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,6000.0,13,0,1,15,2,42,20,10,Budget,1,0,-1,4,1,Economy
BMW,330 i xDrive,2018,117000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,17000.0,8,0,1,4,2,25,20,9,Budget,7,0,4,0,7,
Acura,MDX Sport,2007,183455,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,7700.0,19,1,1,0,2,8,263,9,Budget,1,7,2,2,1,Economy
Chevrolet,Suburban Premier,2021,51890,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Shadow Gray Metallic,Jet Black,None reported,Yes,59980.0,5,0,1,8,2,3,219,63,Premium,7,3,4,0,7,
Chevrolet,Suburban High Country,2021,59528,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Satin Steel Metallic,Jet Black,None reported,Yes,68995.0,5,0,1,8,2,3,214,63,Premium,7,3,4,0,7,
Cadillac,CTS-V Base,2006,123000,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,15000.0,20,0,1,7,2,18,20,10,Budget,8,0,4,0,8,Standard
BMW,X3 xDrive30i,2021,38352,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Phytonic Blue Metallic,Canberra Beige,None reported,Unknown,37400.0,5,0,0,4,2,26,181,26,Mid-Range,3,2,3,1,3,
Honda,S2000 CR,2008,44300,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,62000.0,18,0,1,15,2,45,271,10,Premium,2,5,4,0,2,
Ford,F-150 XLT,2020,57000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,37500.0,6,1,1,12,2,2,104,57,Mid-Range,4,1,2,0,4,Luxury
Kia,K5 GT-Line,2021,100312,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Wolf Gray,Black,None reported,Unknown,19980.0,5,0,0,22,2,26,270,10,Budget,3,2,3,1,3,
BMW,Z4 sDrive28i,2014,15889,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,34500.0,12,0,1,4,2,25,29,9,Mid-Range,7,3,4,0,7,
BMW,528 i xDrive,2015,125500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,12950.0,11,1,1,4,2,31,20,10,Budget,4,1,2,0,4,Luxury
Buick,Enclave Leather,2015,89726,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,16000.0,11,0,1,6,2,31,263,23,Budget,7,0,4,0,7,
Mercedes-Benz,SL-Class SL600 Roadster,2005,93000,Gasoline,493.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,22500.0,21,0,1,32,2,31,20,10,Mid-Range,8,0,4,0,8,Standard
MINI,Cooper S Base,2012,128000,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,8500.0,14,0,1,28,2,14,20,10,Budget,8,0,4,0,8,Standard
Porsche,Cayenne Turbo,2017,70800,Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,52999.0,9,0,1,39,2,51,263,10,Premium,2,5,4,0,2,
Chevrolet,Traverse RS,2023,6000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,48500.0,3,0,1,8,2,29,104,10,Premium,7,3,4,0,7,
Lexus,RX 350 F SPORT Appearance,2021,28262,Gasoline,3.5 Liter,Automatic,Obsidian,Unknown,None reported,Unknown,49998.0,5,0,0,24,2,33,166,126,Premium,3,2,3,1,3,
Mazda,CX-50 2.5 Turbo Premium Package,2023,16200,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,36900.0,3,0,1,31,2,14,29,9,Mid-Range,0,6,4,0,0,
FIAT,500 Lounge,2013,85458,Gasoline,101.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,9000.0,13,0,1,11,2,31,263,9,Budget,7,0,4,0,7,
MINI,Cooper S Clubman Base,2009,83853,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,6950.0,17,1,1,28,2,18,104,10,Budget,1,7,2,0,1,Economy
BMW,X6 M50i,2022,22500,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Unknown,At least 1 accident or damage reported,Yes,74999.0,4,1,1,4,2,51,20,126,Premium,4,1,2,0,4,Luxury
Lexus,LS 460 Base,2013,99524,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,24900.0,13,1,1,24,2,25,104,10,Mid-Range,4,1,2,0,4,Luxury
Genesis,GV80 2.5T,2023,8100,Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Beige,None reported,Yes,57300.0,3,0,1,14,2,51,223,9,Premium,2,5,4,0,2,
